CityTown,Location,County,StateTerritory,Country,Date,EstimateText,EstimateLow,BestGuess,EstimateHigh,AdjustedLow,AdjustedHigh,Actor,Claim,Pro(2)/Anti(1),EventType,ReportedArrests,ReportedParticipantInjuries,ReportedPoliceInjuries,ReportedPropertyDamage,TownsCities,Events,Source1,Source2,Source3,Misc.,TearGas
Killeen,Fort Hood,,TX,US,2020-10-02,approximately two dozen people,24,,24,,,The Watchmen; Not My Son,"for justice for Vanessa Guillen, against sexual assault in the military",0,protest,,,,,1,1,https://kdhnews.com/news/breaking/protest-planned-near-fort-hood-gate-today-east-gate-to-be-closed-most-of-day/article_35fb6c5e-04bd-11eb-8c05-2fa58a7d4133.html,https://kdhnews.com/news/breaking/protest-outside-fort-hood-as-east-gate-closes/article_35fb6c5e-04bd-11eb-8c05-2fa58a7d4133.html,,,
Laguna Beach,Main Beach,,CA,US,2020-10-02,several dozen,36,,36,,,parents,for reopening secondary schools in Laguna Beach Unified School District during coronavirus pandemic,0,demonstration,,,,,1,1,https://www.latimes.com/socal/daily-pilot/news/story/2020-10-02/laguna-beach-parents-protest-for-reopening-of-secondary-schools,,,,
Lansing,Michigan State Capitol,,MI,US,2020-10-02,"more than 1,000 protesters",1000,,1000,,,general protesters,"for release of more data on nursing home death toll in Michigan from coronavirus pandemic, for resignation of Governor Whitmer",2,rally,,,,,1,1,https://www.wilx.com/2020/10/02/live-rally-demanding-details-on-whitmer-nursing-home-policy/,https://www.mlive.com/public-interest/2020/10/steven-crowder-1000-plus-protesters-demand-more-nursing-home-death-data-at-michigan-capitol.html,https://www.wilx.com/2020/10/03/protesters-gather-at-rally-over-state-decisions-regarding-nursing-homes/,,
Las Vegas,Trump Tower to Lloyd D. George Federal Courthouse,,NV,US,2020-10-02,about 150 people,150,,150,,,general protesters,"against racism, against police violence, for justice for Jorge Gomez",1,march,,,,,1,1,https://www.8newsnow.com/news/local-news/group-plans-march-in-honor-of-jorge-gomez-the-man-shot-killed-by-metro-during-protest/,https://www.reviewjournal.com/local/local-las-vegas/march-for-man-shot-by-police-takes-place-on-las-vegas-strip-2135840/,,,
Las Vegas,UNLV,,NV,US,2020-10-02,several dozen vehicles,36,,36,,,general protesters,for Joe Biden,1,drive-in rally,,,,,0,1,https://www.reviewjournal.com/news/politics-and-government/kamala-harris-urges-people-to-vote-during-las-vegas-drive-in-rally-2135664/,,,Feat. Kamala Harris,
Liberty Lake,Appleway RV,,WA,US,2020-10-02,hundreds,200,,200,,,general protesters,"for Loren Culp for governor, for President Trump, against bill requiring sexual education in Washington schools",2,rally,,,,,1,1,https://www.spokesman.com/stories/2020/oct/02/at-loren-culp-rally-handful-out-of-hundreds-wore-m/,https://www.krem.com/article/news/politics/loren-culp-rally-liberty-lake/293-2ad08c1a-c729-44d3-9d81-6ab045a9f227,,,
Little Rock,,,AR,US,2020-10-02,less than a dozen,12,,12,,,parents,in support of teachers who staged walkout over resumption of full-time in-person schooling during coronavirus pandemic,0,rally,,,,,1,1,https://katv.com/news/local/little-rock-school-district-parents-show-support-for-the-69-suspended-teachers,,,,
Louisville,University of Louisville to Spalding University,,KY,US,2020-10-02,more than 100 people,100,,100,,,general protesters,"against racism, against police violence, for justice for Breonna Taylor",1,march,,,,,1,1,https://www.wlky.com/article/memorial-march-to-spalding-university-held-to-honor-the-life-of-breonna-taylor/34254485#,,,,
Manchester,Manchester Town Hall,,CT,US,2020-10-02,more than 40 people,40,,40,,,Power Up Manchester; Unitarian Universalist Society: East; Moral Monday CT,"against racism, against police violence, for justice for Jose Soto",1,march; rally,,,,,1,1,https://www.journalinquirer.com/towns/manchester/march-planned-on-six-month-anniversary-of-soto-shooting-by-police/article_b009ee9a-03fe-11eb-8c1f-c3253f14fd2c.html,https://www.journalinquirer.com/towns/manchester/protesters-mark-6-month-anniversary-of-fatal-shooting-by-police-of-jose-soto/article_7f9d2b84-0519-11eb-8ea1-afc417f87832.html,,,
Midland,,,IL,US,2020-10-02,about 75 people,75,,75,,,Black Student Union,"against racism, against police violence",1,march,,,,,1,1,https://www.ourmidland.com/news/article/Racial-injustice-march-planned-for-Friday-in-15606771.php,https://www.ourmidland.com/news/article/Racial-injustice-march-brings-Northwood-15617063.php,,,
National City,,,CA,US,2020-10-02,,,,,,,National City Elementary Teacher Association,against reopening schools during coronavirus pandemic without adequate protections,0,motor march,,,,,1,1,https://fox5sandiego.com/news/local-news/national-city-elementary-teachers-rally-for-safe-school-reopening/,,,,
New York,Herald Square,,NY,US,2020-10-02,about 50 protesters,50,,50,,,Abolition Park,against homelessness,1,demonstration; march,11,,,,1,1,https://twitter.com/protest_nyc/status/1312081534959210502,https://twitter.com/abolitionpark/status/1310788783164583938,https://twitter.com/protest_nyc/status/1312107411105214464,,
New York,Times Square,,NY,US,2020-10-02,about 100 protesters,100,,100,,,Close the Camps NYC; Cosecha NYC,"for closing ICE detention camps, for divesting from companies that do business with ICE",1,march,,,,,0,1,https://www.facebook.com/events/960943394411215/,https://twitter.com/protest_nyc/status/1312139699016802305,,#FreeThemAll,
Palm Desert,Palm Desert High School,,CA,US,2020-10-02,"a group of about 20 parents, students and teachers",20,,20,,,Open Our Schools,for reopening schools for in-person learning during coronavirus pandemic,0,rally,,,,,1,1,https://kesq.com/news/2020/10/02/rally-to-reopen-schools-countywide-to-be-held-at-palm-desert-high-school/,https://www.desertsun.com/story/news/education/2020/10/02/open-our-schools-group-rallies-return-class-learning-desert-students/3595607001/,,,
Pasco,Twin City Foods plant,,WA,US,2020-10-02,count pic,20,,40,,,workers,for better workplace protections against COVID-19,0,protest,,,,,1,1,https://www.yaktrinews.com/twin-city-foods-workers-rally-to-highlight-growing-health-crisis-at-plant/,,,,
Philadelphia,Philadelphia Firefighters' and Paramedics' Union Local 22,,PA,US,2020-10-02,about 100 Philadelphia firefighters,100,,100,,,firefighters,against endorsement of President Trump by firefighters and paramedics' union local,1,protest,,,,,1,1,https://philadelphia.cbslocal.com/2020/10/02/members-protest-as-president-trump-supposed-to-be-in-philadelphia-over-weekend-to-receive-firefighters-and-paramedics-union-endorsement/,,,,
Portland,Laurelhurst Park to Penumbra Kelly Building,,OR,US,2020-10-02,about 100 people; about 250,100,,250,,,Safe PDX,"against racism, for abolishing police, for abolishing prisons, for justice for Breonna Taylor",1,march,,,,,1,1,https://www.kgw.com/article/news/local/direct-action-mark-calling-for-abolition-of-police-prisons-from-laurelhurst-park/283-ef155480-5b9f-409e-adb5-99375da588bc,https://www.oregonlive.com/portland/2020/10/portland-police-officer-drives-motorcycle-into-protester-at-friday-night-demonstration.html,@safepdxprotest Instagram,Police fired pepper balls at protesters,1
Providence,Bannister Center for Rehabilitation and Nursing,,RI,US,2020-10-02,,,,,,,SEIU 1199 NE,for improved staffing and higher wages for nursing home workers,0,strike,,,,,1,1,https://www.golocalprov.com/business/bannister-nursing-home-workers-calling-for-strike-facility-has-nearly-100-i,,,"Three-day strike planned, starting on Friday.",
Providence,U.S. District Court,,RI,US,2020-10-02,count pic,10,,15,,,National Council of Jewish Women,"for Justice Ginsburg, for civil rights",1,march,,,,,1,1,https://turnto10.com/news/local/march-to-be-held-in-providence-friday-in-honor-of-ruth-bader-ginsburg,https://upriseri.com/2020-10-02-goldin-kislak/,https://patch.com/rhode-island/cranston/ri-leaders-march-honor-rbgs-legacy,,
Redwood City,Courthouse Square,,CA,US,2020-10-02,,,,,,,Tha Hood Squad; Justice Vanguard,"against racism, against police violence, for justice for Breonna Taylor",1,march; rally,,,,,1,1,https://climaterwc.com/2020/09/29/social-justice-groups-planning-march-rally-in-redwood-city/,https://www.instagram.com/p/CFuXxF8BQ-5/,,,
Sacramento,California State Capitol,,CA,US,2020-10-02,,19,,19,,,Direct Action Everywhere,against construction of new factory farms and slaughterhouses in California,0,direct action,19,,,,1,1,https://sacramento.cbslocal.com/2020/10/02/ca-state-capitol-animal-rights-protesters-chained/,https://fox40.com/news/local-news/chp-arrests-protesters-at-capitol-who-want-to-stop-new-factory-farms-slaughterhouses/,,Protesters chained themselves to the building.,
Saint Johnsbury,1325 Main St,,VT,US,2020-10-02,,,,,,,Vermont Workers' Center; Nonviolent Medicaid Army,"for expansion of Medicaid to all Vermont residents, for termination of state contract with OneCare Vermont",1,demonstration,,,,,1,1,https://www.workerscenter.org/news/oct-2-3-medicaid-march-in-barre-bellows-falls-burlington-and-st-johnsbury,https://www.wcax.com/2020/10/02/vermont-workers-center-plans-medicaid-pickets-this-weekend/,,,
Saint Paul,Minnesota State Capitol,,MN,US,2020-10-02,FB: 94,94,,94,,,March Against Violence; Families Supporting Families Against Police Violence; Justice for Justin Teigen,"against racism, against police violence",1,march,,,,,1,1,https://www.facebook.com/events/2358605804444781/,,,,
San Jose,Santana Row,,CA,US,2020-10-02,,,,,,,general protesters,antiracism,1,shutdown,,,,,1,1,https://www.instagram.com/p/CFsA5xRhaLx/,,,,
Santa Cruz,703 Pacific Ave,,CA,US,2020-10-02,,,,,,,BIPOC Liberation Collective,pro racial justice,1,bike rally,,,,,1,1,https://www.indybay.org/newsitems/2020/09/30/18837187.php,,,,
Saranac Lake,Riverside Park,,NY,US,2020-10-02,four locals,4,,4,,,general protesters,"for President Trump, for police",2,demonstration,,,,,1,1,https://www.adirondackdailyenterprise.com/news/local-news/2020/10/locals-attend-back-the-blue-trump-rally-in-saranac-lake/,,,,
Topeka,"Yager Stadium, Washburn University",,KS,US,2020-10-02,,,,,,,Washburn Student Government Association,"against racism, against police violence",1,rally,,,,,1,1,https://washburnreview.org/27392/news/black-lives-matter-rally-raises-concerns-at-washburn/,,,,
Tuskegee,,,AL,US,2020-10-02,about 100 vehicles,100,,100,,,general protesters,for reelection of Sen. Doug Jones,1,rally,,,,,1,1,https://www.al.com/news/2020/10/sen-doug-jones-holds-drive-in-campaign-rally-in-tuskegee.html,,,,
Washington,U.S. Supreme Court,,DC,US,2020-10-02,count pic,12,,12,,,general protesters,against confirmation of new U.S. Supreme Court justice before inauguration,1,demonstration,,,,,1,1,https://twitter.com/FordFischer/status/1312066503903240197,,,Feat. Rep. Ayanna Pressley,
Wilkes-Barre,Wilkes-Barre City Police headquarters,,PA,US,2020-10-02,about 20 people,20,,20,,,Put People First-PA,for Medicaid for all,1,march,,,,,1,1,https://fox56.com/news/local/healthcare-activists-march-in-wilkes-barre-for-expanded-medicaid-across-the-state,,,,
Alameda,City View Skate Park to Viking St & W Ticonderoga Ave.,,CA,US,2020-10-03,,,,,,,Youth Activists of Alameda,antiracism; Black Lives Matter,1,protest,,,,,1,1,https://www.instagram.com/p/CFrtITHBWVt/,,,,
Albuquerque,,,NM,US,2020-10-03,,,,,,,general protesters,for bill that would change how active duty service members file sexual assault and harassment claims,0,rally,,,,,1,1,https://www.usnews.com/news/best-states/texas/articles/2020-10-02/new-mexico-activists-to-hold-rally-on-vanessa-guillen-act,https://kvia.com/news/military/2020/10/03/new-mexico-activists-hold-rally-on-vanessa-guillen-act/,,I Am Vanessa Guillen Act Rally,
Anchorage,,,AK,US,2020-10-03,,,,,,,Party for Socialism and Liberation-Achorage,"against racism, against police violence, for justice for Breonna Taylor",1,rally,,,,,1,1,https://www.facebook.com/events/1241143642918073/,,,,
Anchorage,Cabela's to VFW post in Wasilla,,AK,US,2020-10-03,between 75-100 people,75,,100,,,general protesters,for President Trump,2,car caravan,,,,,0,1,https://mustreadalaska.com/anchorage-trucks-for-trump-rally-focused-on-prayer/,,,,
Altoona,UPMC Hospital-Altoona,,PA,US,2020-10-03,FB: 17,17,,17,,,Put People First-PA; Put People First-Altoona HRC,"for healthcare as a human right, for Medicaid dental benefits, for creation of an Office of the Public Healthcare Advocate in Pennsylvania, for federal waiver to expand Medicaid to all Pennsylvania residents",1,march,,,,,1,1,https://www.facebook.com/events/2021115288019009/,,,Medicaid March,
Ardmore,,,OK,US,2020-10-03,a dozen people,12,,12,,,general protesters,for suicide awareness and prevention,0,march,,,,,1,1,https://www.kxii.com/2020/10/03/people-lined-ardmore-regional-park-for-a-suicide-awareness-and-prevention-march/,,,,
Atlanta,CNN Center,,GA,US,2020-10-03,FB: 67,67,,67,,,Community Movement Builders,"against racism, against police brutality, for immigrant rights, for LGBTQ rights",1,protest,,,,,1,1,https://www.facebook.com/events/327153955199972/,,,,
Atlanta,,,GA,US,2020-10-03,,,,,,,Refuse Fascism; Refuse Fascism ATL,"against President Trump, against fascism",1,protest,,,,,1,1,https://www.facebook.com/events/2748551672087040/,,,Trump/Pence Out Now--scheduled to recur daily until election,
Bedminster,Rte 206 and Lamington Rd,,NJ,US,2020-10-03,,,,,,,general protesters,"for President Trump, for police",2,rally,,,,,1,1,https://patch.com/new-jersey/bernardsville-bedminster/photos-bedminsters-trump-law-enforcement-support-rally,,,,
Bellows Falls,Rockingham Health Center,,VT,US,2020-10-03,more than 70 people,70,,70,,,Vermont Workers' Center; Nonviolent Medicaid Army,"for expansion of Medicaid to all Vermont residents, for termination of state contract with OneCare Vermont",1,march,,,,,1,1,"https://www.reformer.com/stories/march-for-medicaid-joins-week-of-action,614695",https://www.workerscenter.org/news/oct-2-3-medicaid-march-in-barre-bellows-falls-burlington-and-st-johnsbury,https://www.reformer.com/community-news/dozens-march-rally-in-bellows-falls-demanding-medicaid-expansion/article_e8c9a224-08aa-11eb-9328-6bfd433d4fe8.html,,
Beloit,Riverside Park to Rock County Courthouse in Janesville,,WI,US,2020-10-03,,,,,,,Showing Up for Racial Justice,"against racism, against police violence, for justice for Breonna Taylor",1,march,,,,,1,1,https://www.beloitdailynews.com/news/local-news/protest-march-planned-from-beloit-to-janesville/article_98937cb3-df9c-5dff-b95f-19859994b4a7.html,,,,
Bend,Pilot Butte,,OR,US,2020-10-03,more than 100 people,50,,50,,,general protesters,for President Trump,2,rally; car caravan,,,,,0,1,https://ktvz.com/top-stories/2020/10/03/dueling-bend-rallies-turn-into-melee-mace-taser-used-gun-pointed-1-arrest/,https://www.bendbulletin.com/localstate/melee-erupts-during-rallies-for-trump-supporters-social-justice-activists/article_dbfdcd58-05cc-11eb-8bf3-a340e2dbbe93.html,,"Numerous fights and confrontations, at least one gun pointed at people, taser, mace. ""More than 100 people"" covered both groups, so I split it between the two.",
Bend,Pilot Butte,,OR,US,2020-10-03,more than 100 people,50,,50,,,Central Oregon Peacekeepers; Central Oregon Diversity Project,"against racism, against police violence",1,counter-protest,1,,,,1,1,https://ktvz.com/top-stories/2020/10/03/dueling-bend-rallies-turn-into-melee-mace-taser-used-gun-pointed-1-arrest/,https://www.bendbulletin.com/localstate/melee-erupts-during-rallies-for-trump-supporters-social-justice-activists/article_dbfdcd58-05cc-11eb-8bf3-a340e2dbbe93.html,,"Numerous fights and confrontations, at least one gun pointed at people, taser, mace. ""More than 100 people"" covered both groups, so I split it between the two.",
Berthoud,Fickel Park,,CO,US,2020-10-03,,,,,,,general protesters,"for recall of Democratic governor, against left-wing indoctrination",2,rally,,,,,1,1,https://www.facebook.com/events/861488537719142,,,,
Bethesda,Walter Reed National Military Medical Hospital,,MD,US,2020-10-03,,,,,,,Maryland Republican Party,for President Trump,2,rally,,,,,1,1,https://twitter.com/KellyO/status/1312220644780773377,https://www.washingtonpost.com/elections/2020/10/03/trump-covid-live-updates/#link-36QTPABNZRA5DMVWLGRKD3HPOQ,https://www.bbc.com/news/election-us-2020-54405735,,
Bethesda,Walter Reed National Military Medical Hospital,,MD,US,2020-10-03,,,,,,,general protesters,"against racism, against police violence",1,counter-protest,,,,,0,1,https://twitter.com/KellyO/status/1312220644780773377,https://www.washingtonpost.com/elections/2020/10/03/trump-covid-live-updates/#link-36QTPABNZRA5DMVWLGRKD3HPOQ,https://www.bbc.com/news/election-us-2020-54405735,,
